iter	Logloss	Accuracy
710	0.1908832283	0.95125
711	0.1906821761	0.95125
712	0.1903631984	0.95125
713	0.1898964635	0.95125
714	0.1896618726	0.9525
715	0.1895790722	0.9525
716	0.1892801826	0.9525
717	0.188996645	0.9525
718	0.1889227545	0.9525
719	0.1887346028	0.9525
720	0.1886939809	0.9525
721	0.1884613176	0.9525
722	0.1883191703	0.9525
723	0.1882384562	0.9525
724	0.1880565342	0.9525
725	0.1878226306	0.9525
726	0.1876885313	0.9525
727	0.1876731355	0.9525
728	0.1875266329	0.9525
729	0.1873017061	0.9525
730	0.1872709019	0.9525
731	0.1871720611	0.9525
732	0.1865966256	0.9525
733	0.1865591351	0.9525
734	0.1863078341	0.9525
735	0.1861733328	0.9525
736	0.1860401838	0.9525
737	0.1859973509	0.9525
738	0.1858809653	0.9525
739	0.1857500361	0.9525
740	0.1857290178	0.9525
741	0.1857290165	0.9525
742	0.1854012162	0.95375
743	0.1852941701	0.95375
744	0.1852801756	0.95375
745	0.1847279811	0.95375
746	0.1847225024	0.95375
747	0.1846321053	0.95375
748	0.1844567287	0.95375
749	0.1844137223	0.955
750	0.184216184	0.95375
751	0.1841328819	0.95375
752	0.1839273316	0.95375
753	0.1837922962	0.95375
754	0.1836824909	0.95375
755	0.1836500997	0.95375
756	0.1835212115	0.95375
757	0.1834825908	0.95375
758	0.183389526	0.955
759	0.1833639717	0.955
760	0.1830513155	0.955
761	0.1830005467	0.955
762	0.1827680215	0.955
763	0.1826068098	0.95375
764	0.1822559611	0.95375
765	0.1819651234	0.955
766	0.181961877	0.955
767	0.1817725688	0.955
768	0.181624881	0.955
769	0.1814597225	0.955
770	0.1813743297	0.955
771	0.181175684	0.955
772	0.1808162607	0.955
773	0.1804291579	0.955
774	0.1803777214	0.955
775	0.1803236634	0.955
776	0.1802994683	0.955
777	0.180185809	0.955
778	0.1800760714	0.955
779	0.1799671997	0.955
780	0.1797893337	0.955
781	0.1797229013	0.955
782	0.1795494812	0.955
783	0.1794540441	0.955
784	0.179177027	0.955
785	0.1791534002	0.955
786	0.1790924067	0.955
787	0.1789800237	0.955
788	0.1788961336	0.955
789	0.1787706987	0.955
790	0.1787650793	0.955
791	0.1787033967	0.955
792	0.1786638206	0.955
793	0.1784365475	0.955
794	0.1783667596	0.955
795	0.1782033503	0.955
796	0.1781676103	0.955
797	0.1780252183	0.955
798	0.1777447662	0.955
799	0.177743928	0.955
800	0.177697591	0.955
801	0.1775525143	0.955
802	0.1775418269	0.955
803	0.1775321981	0.955
804	0.1771133314	0.955
805	0.1769181673	0.955
806	0.1769169614	0.955
807	0.1767244006	0.955
808	0.1767051403	0.955
809	0.1764100296	0.955
810	0.1763943445	0.955
811	0.1761515722	0.955
812	0.1760619564	0.955
813	0.1759582166	0.955
814	0.1758612052	0.955
815	0.1757269096	0.955
816	0.175656838	0.955
817	0.1755006932	0.955
818	0.1752215791	0.955
819	0.1752116411	0.955
820	0.174985131	0.955
821	0.1749270148	0.955
822	0.1748045804	0.955
823	0.1745336752	0.955
824	0.1739803491	0.955
825	0.1737599239	0.955
826	0.1737143089	0.955
827	0.1735507006	0.955
828	0.1733422931	0.955
829	0.1729537359	0.955
830	0.172792972	0.955
831	0.1727037327	0.955
832	0.172437563	0.955
833	0.1723724098	0.955
834	0.1720856716	0.955
835	0.17203504	0.955
836	0.1717962685	0.95625
837	0.1717352162	0.95625
838	0.1716349577	0.955
839	0.1716162123	0.955
840	0.1714323891	0.95625
841	0.1713251149	0.95625
842	0.1711891535	0.95625
843	0.1711698666	0.95625
844	0.1710581974	0.95625
845	0.1708992649	0.95625
846	0.1708346178	0.95625
847	0.1706030708	0.95625
848	0.1702936376	0.95875
849	0.1701908057	0.95875
850	0.1699605459	0.95875
851	0.1699389355	0.95875
852	0.1699079603	0.95875
853	0.1695854225	0.95875
854	0.1692373244	0.95875
855	0.1689483514	0.95875
856	0.1687763425	0.95875
857	0.168720561	0.95875
858	0.1686356663	0.95875
859	0.1685945513	0.95875
860	0.1684346812	0.95875
861	0.16840896	0.95875
862	0.1681642011	0.95875
863	0.1679747639	0.95875
864	0.1678143431	0.95875
865	0.1677862631	0.95875
866	0.1674778807	0.95875
867	0.1673630105	0.95875
868	0.167117915	0.95875
869	0.1670694696	0.95875
870	0.1669515934	0.95875
871	0.1668917396	0.95875
872	0.1667813034	0.95875
873	0.1666148947	0.95875
874	0.1665648869	0.95875
875	0.1663511457	0.95875
876	0.1659540922	0.95875
877	0.1657599711	0.95875
878	0.165569731	0.95875
879	0.1654692827	0.95875
880	0.1653536265	0.95875
881	0.1653395723	0.95875
882	0.1652009116	0.95875
883	0.1648661361	0.95875
884	0.1648490667	0.95875
885	0.1646576674	0.95875
886	0.1645569879	0.95875
887	0.1645029313	0.95875
888	0.1643595379	0.96
889	0.1642103569	0.96
890	0.1640413765	0.96
891	0.163691301	0.96
892	0.163679174	0.96
893	0.1635093231	0.96
894	0.163254535	0.96
895	0.1631431997	0.96
896	0.1630176685	0.96
897	0.1629613943	0.96
898	0.1628259511	0.96
899	0.1628259488	0.96
900	0.162805089	0.96
901	0.1626058977	0.96
902	0.1624404341	0.96
903	0.1623232817	0.96
904	0.1621587414	0.96
905	0.161904192	0.96125
906	0.1618280348	0.96125
907	0.1616300997	0.96125
908	0.1614526484	0.96125
909	0.161271574	0.96125
910	0.16114926	0.96125
911	0.1610120331	0.96125
912	0.1609785117	0.96125
913	0.1609184003	0.96125
914	0.1607178779	0.96125
915	0.1605005982	0.9625
916	0.1603656066	0.9625
917	0.1602451883	0.9625
918	0.1601207306	0.9625
919	0.1599688666	0.9625
920	0.1598581536	0.96375
921	0.1597191482	0.96375
922	0.1595675049	0.96375
923	0.159505941	0.96375
924	0.1593793293	0.96375
925	0.1592213291	0.96375
926	0.1590360472	0.96375
927	0.1590209331	0.96375
928	0.1588270721	0.96375
929	0.1585447419	0.9625
930	0.1584869574	0.9625
931	0.1584582401	0.9625
932	0.1583766068	0.96375
933	0.1583001537	0.9625
934	0.1580390206	0.96375
935	0.1578902008	0.9625
936	0.1575972943	0.96375
937	0.1573548993	0.96375
938	0.1571317358	0.96375
939	0.1571245763	0.96375
940	0.1568271766	0.9625
941	0.1567338782	0.9625
942	0.1564102723	0.9625
943	0.1563159469	0.9625
944	0.1561999857	0.96375
945	0.156174662	0.96375
946	0.1560799745	0.96375
947	0.155864091	0.96375
948	0.1558441366	0.96375
949	0.155785449	0.96375
950	0.1554754113	0.96375
951	0.1552934718	0.96375
952	0.1552337225	0.96375
953	0.1551495003	0.96375
954	0.1549714385	0.96375
955	0.1548185403	0.96375
956	0.154799534	0.96375
957	0.1544053914	0.96375
958	0.1543127602	0.96375
959	0.1540915565	0.965
960	0.1539991813	0.965
961	0.153694864	0.965
962	0.1536104997	0.965
963	0.1535633382	0.965
964	0.1534188644	0.965
965	0.153210667	0.965
966	0.1530199563	0.965
967	0.1529541242	0.965
968	0.1527803848	0.965
969	0.1526736032	0.965
970	0.1526625153	0.965
971	0.1526523073	0.965
972	0.1525493362	0.965
973	0.1522607506	0.965
974	0.1520601592	0.965
975	0.1519768273	0.965
976	0.1514364411	0.965
977	0.1510562275	0.965
978	0.1508715012	0.965
979	0.1507623325	0.965
980	0.1507260768	0.965
981	0.1506818058	0.965
982	0.1506623933	0.965
983	0.1505865962	0.965
984	0.1504934754	0.965
985	0.1503100466	0.965
986	0.1502691324	0.965
987	0.1501379193	0.965
988	0.1501152538	0.965
989	0.1500157213	0.965
990	0.1499101736	0.965
991	0.14973517	0.965
992	0.1497049442	0.965
993	0.1496549655	0.965
994	0.1496241211	0.965
995	0.1495756479	0.965
996	0.1495155255	0.965
997	0.1493548398	0.965
998	0.1492498758	0.965
999	0.149234828	0.965
